"","x"
"5123","HMW6317"
"5124","GLG0490"
"5125","IKA0772"
"5126","IWL2637"
"5127","CAZ7605"
"5128","CFN2318"
"5129","VJH3237"
"5130","YDL4626"
"5131","BEC1146"
"5132","ZAF1027"
"5133","VNM1655"
"5134","FYX2488"
"5135","RGT5066"
"5136","GOC5525"
"5137","JMY7510"
"5138","WQG3002"
"5139","YEU1552"
"5140","SHE5945"
"5141","ZSV7964"
"5142","OBZ5225"
"5143","OZK7465"
"5144","LKF4794"
"5145","QEO5244"
"5146","RAV3686"
"5147","RFZ9189"
"5148","PMR4485"
"5149","TIJ5620"
"5150","KTY6832"
"5151","NRO5570"
"5152","FMI3150"
"5153","BYA7272"
"5154","AHU5994"
"5155","KNN2120"
"5156","YBQ1834"
"5157","XZX8840"
"5158","OWP5541"
"5159","FXK9266"
"5160","YJH1554"
"5161","LXI3392"
"5162","YDX9726"
"5163","DZS9732"
"5164","JQO8159"
"5165","KMX7744"
"5166","UZU0009"
"5167","LEX5151"
"5168","CZE6948"
"5169","OVN0513"
"5170","RZH8607"
"5171","VMP0121"
"5172","DKQ5502"
"5173","ZIF1572"
"5174","YLO7875"
"5175","IDX4097"
"5176","DQO0850"
"5177","UJD6562"
"5178","CED5028"
"5179","XVV1891"
"5180","PIO2556"
"5181","XAQ2801"
"5182","HCW3172"
"5183","HQA0662"
"5184","ZLG7622"
"5185","NXI1673"
"5186","GSC7771"
"5187","XHI6350"
"5188","XYF8727"
"5189","DQL7776"
"5190","BAU4709"
"5191","DPX1861"
"5192","XER0584"
"5193","VZZ5398"
"5194","DFZ3042"
"5195","VFB5190"
"5196","HKU3561"
"5197","RNG0368"
"5198","VTL7853"
"5199","HRX3916"
"5200","MHR2739"
"5201","VFU3542"
"5202","JSR0049"
"5203","TMJ5657"
"5204","BEL1456"
"5205","AQH3330"
"5206","OVV2039"
"5207","VOW1427"
"5208","RXN9758"
"5209","CPT3236"
"5210","TWP4959"
"5211","TXV2010"
"5212","RZN8429"
"5213","YBU8949"
"5214","UXR6465"
"5215","UNT3888"
"5216","MBQ2498"
"5217","DOX0091"
"5218","EOY3680"
"5219","LGM4595"
"5220","KEC9629"
"5221","ENY3615"
"5222","XRB8734"
"5223","BOW3757"
"5224","YPK3825"
"5225","AAM9231"
"5226","IWT2029"
"5227","KEY7160"
"5228","HJV6545"
"5229","UJG9147"
"5230","OOJ9273"
"5231","HEP5663"
"5232","JIU1267"
"5233","QBU7732"
"5234","OFO1596"
"5235","IDC6756"
"5236","HSZ9505"
"5237","DUT1515"
"5238","FYB9420"
"5239","RHJ5294"
"5240","HGZ1707"
"5241","DVE5626"
"5242","MWF5835"
"5243","DJT2144"
"5244","WKP4814"
"5245","QIV7704"
"5246","RUU1769"
"5247","UFG0988"
"5248","EKE4710"
"5249","UTT5376"
"5250","RYT0816"
"5251","ABH6445"
"5252","LRY6917"
"5253","RYA9514"
"5254","RSE4922"
"5255","XSI7062"
"5256","ZPO6113"
"5257","EIH5925"
"5258","BKU3425"
"5259","VRQ2693"
"5260","VOF2384"
"5261","SWD2257"
"5262","GLK9528"
"5263","YAY8204"
"5264","VQZ9161"
"5265","BGK8710"
"5266","MTO8360"
"5267","DYO4737"
"5268","NEI7428"
"5269","DMY2231"
"5270","NYE5012"
"5271","JRT1304"
"5272","PHT7623"
"5273","QFZ9656"
"5274","SDC0283"
"5275","WXF0626"
"5276","RLR4149"
"5277","JYD8863"
"5278","YTE5059"
"5279","HTR8206"
"5280","FAJ8795"
"5281","KUH8976"
"5282","JOJ4346"
"5283","AVN2078"
"5284","VBE2711"
"5285","GMN7079"
"5286","LER4195"
"5287","YBS0194"
"5288","ILS9037"
"5289","BXI1869"
"5290","FXY8435"
"5291","DHO4756"
"5292","LAL2089"
"5293","ZBG2530"
"5294","NHD0906"
"5295","OKV2120"
"5296","IVC5852"
"5297","MBO9972"
"5298","NSW1331"
"5299","HIN3639"
"5300","QXP8818"
"5301","RDC0122"
"5302","HUF1532"
"5303","FEK4619"
"5304","CHP0470"
"5305","SRP6353"
"5306","GNW5951"
"5307","IVN6251"
"5308","AVL3319"
"5309","HLS1101"
"5310","PUI5984"
"5311","BJZ1301"
"5312","HGO3857"
"5313","EGQ4011"
"5314","QKL2775"
"5315","UAM6116"
"5316","FEC2399"
"5317","BPH1348"
"5318","XMI1017"
"5319","JTS0353"
"5320","FJL7696"
"5321","DGC5407"
"5322","FNU4862"
"5323","YNZ8700"
"5324","NBF5886"
"5325","NHK9531"
"5326","CJY6898"
"5327","DDE4804"
"5328","UKN0341"
"5329","IEM5542"
"5330","HLJ9323"
"5331","BXJ1336"
"5332","ZYP0995"
"5333","YMI5492"
"5334","TNO3132"
"5335","EOP2932"
"5336","SAO1339"
"5337","PBC8906"
"5338","OYR4648"
"5339","JIT2869"
"5340","DLU3197"
"5341","FYQ7277"
"5342","RQF3517"
"5343","YHX2690"
"5344","AIC9220"
"5345","UVR6406"
"5346","KRW0690"
"5347","OVH5871"
"5348","HXH2196"
"5349","PPE1035"
"5350","BXV8058"
"5351","CCJ1187"
"5352","FWY1319"
"5353","GKH8527"
"5354","XKO8510"
"5355","ARS0718"
"5356","WZW0851"
"5357","AJO0074"
"5358","CNB5217"
"5359","BRE0130"
"5360","TFW5085"
"5361","RWZ7524"
"5362","CEX2580"
"5363","VQI1966"
"5364","UHC3149"
"5365","OUQ2941"
"5366","HOK9858"
"5367","CDO0962"
"5368","HES7972"
"5369","PGA5788"
"5370","DMV9165"
"5371","PUE3081"
"5372","CHJ4937"
"5373","HOO6019"
"5374","KUL5067"
"5375","DYT0205"
"5376","LXB7281"
"5377","TGO6491"
"5378","RZJ6906"
"5379","LQD6337"
"5380","YKT9182"
"5381","HQV1628"
"5382","WOB7513"
"5383","MRH6045"
"5384","QWK0987"
"5385","IKE7749"
"5386","DYD4216"
"5387","DSG2021"
"5388","MGW9898"
"5389","SIF5971"
"5390","EWG7433"
"5391","CWY2861"
"5392","OKZ3949"
"5393","ZDW5209"
"5394","LSO2020"
"5395","SFE3458"
"5396","JDD1633"
"5397","MVZ1164"
"5398","XCQ5655"
"5399","TUM5724"
"5400","ZUF1683"
"5401","KLD6612"
"5402","VPP9694"
"5403","BBR0280"
"5404","YCQ4857"
"5405","UBK0754"
"5406","YLC5094"
"5407","IQZ2280"
"5408","OJI2123"
"5409","DSA6154"
"5410","VDA4637"
"5411","DOG3336"
"5412","DNH0966"
"5413","CNW1511"
"5414","SPK2434"
"5415","URZ6251"
"5416","QTH4481"
"5417","BGV7163"
"5418","TRQ6287"
"5419","BNS3812"
"5420","ZDU4133"
"5421","HDT3332"
"5422","ZEA9322"
"5423","GVK7289"
"5424","COE4148"
"5425","YXY7175"
"5426","HSJ2261"
"5427","JSF3344"
"5428","PUW8561"
"5429","GWW8454"
"5430","JNI4932"
"5431","ZRF1043"
"5432","TTO3334"
"5433","MBO0243"
"5434","VLZ8893"
"5435","JBS7871"
"5436","ZXD4329"
"5437","NYJ2424"
"5438","TEI2663"
"5439","PBQ9526"
"5440","FIJ5211"
"5441","VZL1300"
"5442","TUF0139"
"5443","LDN8420"
"5444","JGG3063"
"5445","MKD7064"
"5446","VYQ6942"
"5447","AZA1556"
"5448","POD1072"
"5449","EFH7117"
"5450","QTJ4695"
"5451","XTB0987"
"5452","HRB6644"
"5453","RQZ3419"
"5454","IZJ5076"
"5455","VHY8742"
"5456","HMJ0381"
"5457","KAY6161"
"5458","VCF9838"
"5459","VCI7890"
"5460","QBU2877"
"5461","PNJ8530"
"5462","BPO7672"
"5463","HOG9009"
"5464","VPJ0475"
"5465","SGU7058"
"5466","ECQ4442"
"5467","NKZ5955"
"5468","IFE7080"
"5469","XBK6401"
"5470","ECB1874"
"5471","DAU7049"
"5472","YNF0699"
"5473","FPP7191"
"5474","MPT4603"
"5475","JWK9762"
"5476","KOT5374"
"5477","YVQ3009"
"5478","OMJ3742"
"5479","GOB4535"
"5480","VKL6722"
"5481","RBE4536"
"5482","ONV9641"
"5483","XUX1753"
"5484","ING5378"
"5485","EEG0245"
"5486","XNG1840"
"5487","LTT7935"
"5488","DJW0707"
"5489","TUV0144"
"5490","ONJ6870"
"5491","IDX6627"
"5492","WVH7170"
"5493","SDW3041"
"5494","OCD4054"
"5495","QGD3381"
"5496","JEE8042"
"5497","PEK3709"
"5498","EVW8779"
"5499","FPP9346"
"5500","LVL8247"
"5501","JML5304"
"5502","RZW7344"
"5503","BQN0825"
"5504","JHT7916"
"5505","AEV7287"
"5506","HLN7424"
"5507","NNG6042"
"5508","IQT7907"
"5509","DUG7603"
"5510","UFW4250"
"5511","AHH1440"
"5512","DEK2178"
"5513","UEW4577"
"5514","WQN0837"
"5515","WBX5652"
"5516","AEF2807"
"5517","TEF3229"
"5518","DMC0064"
"5519","EDT9684"
"5520","UNO3282"
"5521","CVX5242"
"5522","JZV7446"
"5523","QHG4432"
"5524","VYT0403"
"5525","CBN1832"
"5526","CDP3667"
"5527","OPQ8211"
"5528","KIQ3505"
"5529","SWK4489"
"5530","DAZ7927"
"5531","ESI1542"
"5532","SMC7958"
"5533","QDB1823"
"5534","JUA4581"
"5535","MPQ2956"
"5536","NCI5503"
"5537","AAN5057"
"5538","QFN2403"
"5539","VVZ4178"
"5540","XRT3488"
"5541","BJG6611"
"5542","SXL7772"
"5543","FLO5860"
"5544","JXO7119"
"5545","YCU7030"
"5546","NWF9262"
"5547","XNT3354"
"5548","GSB7450"
"5549","AHX7831"
"5550","BBP4038"
"5551","MGF4699"
"5552","JWE3106"
"5553","IDT5835"
"5554","WAT7195"
"5555","ISZ9192"
"5556","VXX7486"
"5557","EBY8780"
"5558","WRL6031"
"5559","KKD0373"
"5560","HQC7168"
"5561","DVK8427"
"5562","THK8343"
"5563","TVW9559"
"5564","LMJ8843"
"5565","TXI2310"
"5566","HBN6621"
"5567","XRE6413"
"5568","YGS8316"
"5569","YDJ7935"
"5570","EQD5127"
"5571","XWK2257"
"5572","RDQ1580"
"5573","PJU2291"
"5574","TJK6623"
"5575","AHM4187"
"5576","SIZ1608"
"5577","UKH1275"
"5578","CVM1144"
"5579","LQJ4049"
"5580","HVB0576"
"5581","AMP2906"
"5582","SRL4416"
"5583","WVO1179"
"5584","KCR6223"
"5585","BCA3883"
"5586","CZC7330"
"5587","NPK3078"
"5588","GCN1925"
"5589","KUL6437"
"5590","YOA7967"
"5591","RBK5031"
"5592","JZD7850"
"5593","TPO0328"
"5594","QKR3881"
"5595","SMN7519"
"5596","WGZ4109"
"5597","CZK2875"
"5598","ZKU6783"
"5599","QJC3839"
"5600","NBH1630"
"5601","DLF2625"
"5602","UZM8050"
"5603","HAU0107"
"5604","XOE5064"
"5605","UVV5405"
"5606","DWA9117"
"5607","NSI2792"
"5608","VQX1659"
"5609","UTK6856"
"5610","CCP1263"
"5611","PRP3180"
"5612","QVY9699"
"5613","JXQ9210"
"5614","CTO1358"
"5615","HRT4940"
"5616","CHE2821"
"5617","ODQ7414"
"5618","PLI1506"
"5619","LOE5625"
"5620","UCF5776"
"5621","OGO4671"
"5622","TVB3051"
"5623","RDB1112"
"5624","THC6013"
"5625","QBR3849"
"5626","ATV5971"
"5627","OSI2794"
"5628","QPP3950"
"5629","CFB1239"
"5630","CGQ6084"
"5631","XZK0384"
"5632","PUH3394"
"5633","TWG1690"
"5634","HSS5012"
"5635","XPQ3610"
"5636","TGU0716"
"5637","JZD7829"
"5638","DCE1364"
"5639","LUU7267"
"5640","OHO7348"
"5641","AHS5956"
"5642","MFT8456"
"5643","TKR5129"
"5644","WQI1312"
"5645","WDZ7861"
"5646","HOF5802"
"5647","JOR1352"
"5648","HUB2135"
"5649","WDG0958"
"5650","EUT3370"
"5651","ZYB2794"
"5652","RIQ1675"
"5653","UZU2357"
"5654","MGJ5638"
"5655","WZM4980"
"5656","XBA8399"
"5657","HPW9638"
"5658","ZDY5289"
"5659","KKL7819"
"5660","QVS7614"
"5661","GLM9591"
"5662","JCK5264"
"5663","VEP0945"
"5664","TEG6321"
"5665","BGZ2161"
"5666","RSV5139"
"5667","MPI9118"
"5668","VCP7619"
"5669","JBS2199"
"5670","OBO6208"
"5671","UZG9312"
"5672","GOH8798"
"5673","AFR6074"
"5674","KFR3268"
"5675","EOR2211"
"5676","DAJ8804"
"5677","APP1083"
"5678","KBC8204"
"5679","CUM6859"
"5680","XZI1564"
"5681","CTW5132"
"5682","XVP3236"
"5683","UXK4947"
"5684","PHU2053"
"5685","DBN4461"
"5686","AZW8563"
"5687","TUH5972"
"5688","VCH0949"
"5689","ODA4430"
"5690","ZCL7171"
"5691","NFT1494"
"5692","GUO9898"
"5693","RGH4097"
"5694","IIF2129"
"5695","NGE1024"
"5696","SPM1567"
"5697","BGF5161"
"5698","XPX1476"
"5699","TLR1432"
"5700","FPV4838"
"5701","KNE3298"
"5702","QUD0057"
"5703","YMC1096"
"5704","BYK4932"
"5705","HVC1619"
"5706","LJB2162"
"5707","MYU9586"
"5708","ORZ8077"
"5709","BQU2865"
"5710","MWG9020"
"5711","RJL6340"
"5712","RWH9009"
"5713","LQU0475"
"5714","XEY9152"
"5715","JGI7112"
"5716","KTU1784"
"5717","WCM7728"
"5718","JTW1148"
"5719","MEX9723"
"5720","LPN9342"
"5721","AXP1910"
"5722","JVF6246"
"5723","FXM0173"
"5724","EPC1941"
"5725","BSL5998"
"5726","GXI3257"
"5727","JKU5309"
"5728","ATN4231"
"5729","XVM8209"
"5730","IKQ1748"
"5731","UYT7606"
"5732","ZUS9962"
"5733","CUT8204"
"5734","ANA0420"
"5735","QWR2842"
"5736","VUG5004"
"5737","HBU8898"
"5738","WTJ9379"
"5739","VHT2026"
"5740","ABL0984"
"5741","VZC1094"
"5742","KMA6321"
"5743","PKP9021"
"5744","LPT1443"
"5745","WLM8693"
"5746","OHG8532"
"5747","ZAW8024"
"5748","PIK7022"
"5749","EXH7625"
"5750","FUX7127"
"5751","ZUR7294"
"5752","RAP0546"
"5753","FCZ1100"
"5754","GXE4771"
"5755","ZLS6426"
"5756","DQB0501"
"5757","OZG5626"
"5758","KJQ0262"
"5759","UFQ8450"
"5760","ZQV9626"
"5761","RZS2322"
"5762","HCT3439"
"5763","SCY4667"
"5764","KMR6625"
"5765","WIR8026"
"5766","TOO5101"
"5767","SFB4428"
"5768","ZVQ2660"
"5769","ERC4463"
"5770","GZJ6755"
"5771","YWK7143"
"5772","HGE9359"
"5773","YQE1702"
"5774","LGT1263"
"5775","HVO2409"
"5776","EVC7907"
"5777","UFN7261"
"5778","RHT1785"
"5779","PCX5687"
"5780","BPY0755"
"5781","AJX3876"
"5782","OEB7786"
"5783","XOW3358"
"5784","MNF4782"
"5785","YJG2664"
"5786","PHJ6984"
"5787","ALB0536"
"5788","RIE5589"
"5789","XZL4607"
"5790","DUC2248"
"5791","BCJ3114"
"5792","VDS7835"
"5793","XDA3872"
"5794","TJA4769"
"5795","IVM4835"
"5796","LRD7834"
"5797","TPQ3376"
"5798","ZOA6122"
"5799","QYR6955"
"5800","LZX0463"
"5801","IFN3541"
"5802","UYI6560"
"5803","CDT2640"
"5804","PJZ9989"
"5805","AFN0509"
"5806","GUK5066"
"5807","QEN8452"
"5808","MIZ6444"
"5809","RXY2871"
"5810","PWN1186"
"5811","JGR3261"
"5812","CAI1041"
"5813","JCM9066"
"5814","YXG4854"
"5815","ZAU4719"
"5816","QGU4888"
"5817","ZER6301"
"5818","QKB4366"
"5819","WOI1263"
"5820","FYF3652"
"5821","TLD3911"
"5822","KMW9398"
"5823","YML0142"
"5824","QPN3470"
"5825","AOI8614"
"5826","ZNW3915"
"5827","EPX7029"
"5828","MRU6389"
"5829","ESH5754"
"5830","KBM8715"
"5831","JMK1882"
"5832","EDD3943"
"5833","EBV2894"
"5834","XNI7706"
"5835","EMM1707"
"5836","TRD7828"
"5837","YEM2631"
"5838","BIL2782"
"5839","ETF7967"
"5840","WPM0379"
"5841","MLL3192"
"5842","MZZ9325"
"5843","OYO4744"
"5844","IUD0393"
"5845","DCD4966"
"5846","JLL4374"
"5847","FEL5984"
"5848","ZDO3276"
"5849","MWL3546"
"5850","WIQ8160"
"5851","BTO6676"
"5852","ZEE8354"
"5853","FTX2741"
"5854","HTP6804"
"5855","RZF2546"
"5856","PPP4816"
"5857","QQY6142"
"5858","QOI7163"
"5859","VMX6534"
"5860","QUE2305"
"5861","EXZ8201"
"5862","QVJ4314"
"5863","SMK5114"
"5864","MRZ4438"
"5865","ELL1421"
"5866","KJM3764"
"5867","NMF3872"
"5868","NIV2439"
"5869","MPM0484"
"5870","YOT1675"
"5871","HGQ2341"
"5872","IGW4246"
"5873","WMJ1307"
"5874","EKJ8222"
"5875","VSU2166"
"5876","JXC0401"
"5877","GVA2292"
"5878","FLE2323"
"5879","NOK5615"
"5880","VUS4967"
"5881","PXT1596"
"5882","FMT6170"
"5883","GNT2830"
"5884","NRS4510"
"5885","YVF5918"
"5886","DPL9327"
"5887","NXV4351"
"5888","WJP8731"
"5889","BNC8361"
"5890","WQB6287"
"5891","KTV0271"
"5892","HON6612"
"5893","CFT0247"
"5894","URW9327"
"5895","ZKO7663"
"5896","FWS5827"
"5897","CSI7601"
"5898","MPX1388"
"5899","VTF5090"
"5900","SQT7167"
"5901","NUB2585"
"5902","GJF3330"
"5903","OWS7587"
"5904","JMO2343"
"5905","VOF8251"
"5906","KZI1721"
"5907","SLU2943"
"5908","QBU6424"
"5909","NPO7343"
"5910","NZD2330"
"5911","SGN8003"
"5912","IVP3518"
"5913","TUK3100"
"5914","PXW2349"
"5915","NRC8426"
"5916","KJW6785"
"5917","HUO8619"
"5918","NZE3548"
"5919","KZF1238"
"5920","WRE0603"
"5921","HXO8908"
"5922","HIM0565"
"5923","NRD9883"
"5924","MZZ4969"
"5925","NRX2652"
"5926","XDL7660"
"5927","COK0554"
"5928","ZGI7857"
"5929","VIX9462"
"5930","CUM4727"
"5931","MFW6484"
"5932","YYE0378"
"5933","CIO4097"
"5934","RJG0006"
"5935","KUC9467"
"5936","FIR0744"
"5937","JKQ6983"
"5938","IAV3168"
"5939","SCA5676"
"5940","WSC0712"
"5941","BIX9585"
"5942","LIZ6258"
"5943","BXK7400"
"5944","BPI2963"
"5945","BRP3520"
"5946","ZQW8728"
"5947","WGA6859"
"5948","IJW8500"
"5949","LBV6412"
"5950","SZP7116"
"5951","SIP9006"
"5952","RAD8960"
"5953","TPP1975"
"5954","JHZ3806"
"5955","OWU4123"
"5956","CZU9089"
"5957","BVX6872"
"5958","QOT3104"
"5959","WHH5016"
"5960","ROW8192"
"5961","OPC1552"
"5962","LAU6799"
"5963","NIW9545"
"5964","MMD7650"
"5965","GTY1821"
"5966","KHV0887"
"5967","VNA2453"
"5968","RCA7696"
"5969","IFI9420"
"5970","JUD8052"
"5971","BTY3036"
"5972","RMV0792"
"5973","DIA7576"
"5974","ALO9883"
"5975","CNJ5676"
"5976","QXN7438"
"5977","MJU4258"
"5978","XTM2799"
"5979","WJF6855"
"5980","MMN5254"
"5981","OYX4627"
"5982","BYU2759"
"5983","WFU0692"
"5984","OBX1222"
"5985","SQO0916"
"5986","VCV7424"
"5987","NRG8216"
"5988","NSH3689"
"5989","YEH3364"
"5990","YEK4260"
"5991","NSY8813"
"5992","KLC3239"
"5993","DSL4128"
"5994","GTO8819"
"5995","HRW4993"
"5996","QCE2697"
"5997","XZQ7690"
"5998","WDW0552"
"5999","JIF3486"
"6000","GBK2348"
"6001","QBB5825"
"6002","USX4631"
"6003","DXO6482"
"6004","LRN4294"
"6005","OEL6656"
"6006","JUN5410"
"6007","UEX5427"
"6008","IVU4420"
"6009","LDM9526"
"6010","SIO2983"
"6011","PYA1859"
"6012","QHS7517"
"6013","SNX9720"
"6014","QBP1353"
"6015","SWG7149"
"6016","ISY1208"
"6017","COW8149"
"6018","WIS2014"
"6019","KST2378"
"6020","ZCE1570"
"6021","WEM1660"
"6022","CXL9300"
"6023","NPK9559"
"6024","MIK6050"
"6025","RWI3661"
"6026","VHD9059"
"6027","GQQ5366"
"6028","NSX0240"
"6029","PVY6588"
"6030","DJZ3172"
"6031","NKF4502"
"6032","HJQ8649"
"6033","ZIY4945"
"6034","ZYO9735"
"6035","TAD1369"
"6036","QVP4146"
"6037","JDC2944"
"6038","DIU0587"
"6039","UDK7811"
"6040","FCC8417"
"6041","LWH9249"
"6042","WYA9990"
"6043","KBN4643"
"6044","HCV8934"
"6045","IOK1784"
"6046","SUT3665"
"6047","JZI7913"
"6048","QHF4485"
"6049","ANQ5772"
"6050","JSJ5381"
"6051","EXD9750"
"6052","PRI8786"
"6053","WHU3531"
"6054","ZFI2078"
"6055","BTL5375"
"6056","GGR0015"
"6057","YLA6028"
"6058","UIV0497"
"6059","YBA7079"
"6060","EVI6583"
"6061","IJX0550"
"6062","CZI8452"
"6063","DJY2809"
"6064","RGF2813"
"6065","DZL9290"
"6066","EQI5650"
"6067","QUK8982"
"6068","RDN6767"
"6069","KXB5256"
"6070","KTZ8312"
"6071","JXI3517"
"6072","IPY7873"
"6073","GRB3201"
"6074","IDV1755"
"6075","MVE7213"
"6076","TXH0862"
"6077","DHB7254"
"6078","MFQ6854"
"6079","EDZ2722"
"6080","PIP4251"
"6081","YDL9581"
"6082","BTI1589"
"6083","BKV9413"
"6084","DNX1384"
"6085","DTE0267"
"6086","KYE8697"
"6087","ONF8118"
"6088","MXB3797"
"6089","URD6517"
"6090","BGG4529"
"6091","FAF2728"
"6092","LAF9879"
"6093","OUV4912"
"6094","BZB3856"
"6095","YUC8666"
"6096","WKA1750"
"6097","IGC2747"
"6098","YGN7320"
"6099","OIW1502"
"6100","BGA0941"
"6101","BVR7844"
"6102","NSQ1074"
"6103","QUD1200"
"6104","SUD9434"
"6105","KRP3189"
"6106","FGS4701"
"6107","TGO4054"
"6108","BJU8252"
"6109","XHJ9499"
"6110","GKQ8659"
"6111","WIF5400"
"6112","NZI0371"
"6113","DZD3319"
"6114","QRJ4409"
"6115","CYY2538"
"6116","MPX9193"
"6117","RPB7993"
"6118","STR3715"
"6119","BOI9600"
"6120","WZB1127"
"6121","SNY5749"
"6122","RCY1166"
"6123","SHM1640"
"6124","FNY8553"
"6125","MDB7423"
"6126","AFS9087"
"6127","YRS8222"
"6128","YCZ9709"
"6129","BHW9444"
"6130","XRH1181"
"6131","OFM2971"
"6132","NJB5589"
"6133","VFU2177"
"6134","MUB1469"
"6135","ADR6406"
"6136","AJQ3986"
"6137","FJZ1652"
"6138","RCR4093"
"6139","FXV7347"
"6140","GHK1750"
"6141","CSD7683"
"6142","DZO8618"
"6143","JKI8689"
"6144","VQJ0886"
"6145","IPB7635"
"6146","PEV9696"
"6147","MVO9774"
"6148","YBQ2261"
"6149","KVX1402"
"6150","HKU5876"
"6151","UMM9638"
"6152","EYV4317"
"6153","PYQ6355"
"6154","FEM3721"
"6155","ZWH0758"
"6156","XXI2279"
"6157","RLM2622"
"6158","QSP7653"
"6159","RVY2254"
"6160","WAA5737"
"6161","LIC0792"
"6162","FQY9190"
"6163","PUD4697"
"6164","KJS5217"
"6165","ZXV7380"
"6166","VDC7392"
"6167","PYD7926"
"6168","PUB5971"
"6169","GZH2570"
"6170","LOA1107"
"6171","KRG4242"
"6172","YKB8591"
"6173","QMM1165"
"6174","RAP8158"
"6175","LOM7612"
"6176","JUQ9912"
"6177","DPI1551"
"6178","RYD8962"
"6179","LUW8199"
"6180","ZZU2948"
"6181","UBA8184"
"6182","RKT0125"
"6183","ISI2432"
"6184","EEL1832"
"6185","QNR8701"
"6186","AHW1476"
"6187","AFH6782"
"6188","WHO3022"
"6189","JWG6400"
"6190","ILQ4075"
"6191","FBA9819"
"6192","LRE7752"
"6193","YLV8518"
"6194","CFY0344"
"6195","ODA4945"
"6196","OMF3072"
"6197","TPW5620"
"6198","ASC6081"
"6199","GCG0746"
"6200","HOD6306"
"6201","CWQ3616"
"6202","ZRA1536"
"6203","HTP2480"
"6204","VDC2590"
"6205","YAK8947"
"6206","AEL2879"
"6207","EMA0969"
"6208","DCK3564"
"6209","IAU3916"
"6210","MJZ4894"
"6211","XTW7551"
"6212","EPJ3096"
"6213","EAS4994"
"6214","GUI6524"
"6215","OQP2870"
"6216","WKA0788"
"6217","BKW1979"
"6218","MEK0030"
"6219","AGJ4511"
"6220","IDX4186"
"6221","WYQ4648"
"6222","PNZ4272"
"6223","FYX5276"
"6224","ECR0700"
"6225","SJB8372"
"6226","LBJ0388"
"6227","OZU7222"
"6228","WZJ2984"
"6229","KMP2992"
"6230","OCW1345"
"6231","NLV4532"
"6232","MFP3465"
"6233","WPA3910"
"6234","JOX6767"
"6235","VDA0705"
"6236","TVM6511"
"6237","RMQ5980"
"6238","TWB1953"
"6239","HVY6182"
"6240","SCK5850"
"6241","IXK1166"
"6242","OFQ3737"
"6243","WJH6469"
"6244","ERD8781"
"6245","XWD8534"
"6246","JKD0089"
"6247","IOL9935"
"6248","GDF2513"
"6249","BBF5101"
"6250","JDV8914"
"6251","YWG1554"
"6252","RUY3555"
"6253","QJP3941"
"6254","HYE4672"
"6255","TCH0306"
"6256","JWR0098"
"6257","XAC2223"
"6258","IVO2839"
"6259","XAK4059"
"6260","BZC7299"
"6261","ELC8695"
"6262","MPW7024"
"6263","LVX4258"
"6264","MZA7801"
"6265","WIX0826"
"6266","EUR8148"
"6267","QAZ7312"
"6268","BQU2290"
"6269","ZIC6124"
"6270","DXU4425"
"6271","SXF5287"
"6272","DHJ4444"
"6273","TJK1964"
"6274","CNZ6390"
"6275","NFA3159"
"6276","HDO0347"
"6277","QVJ0807"
"6278","EEU0023"
"6279","CJE1984"
"6280","KVJ6781"
"6281","ZTX6612"
"6282","RKJ4387"
"6283","KHA1111"
"6284","KCJ4174"
"6285","TWU1926"
"6286","ZTR8854"
"6287","VOT6795"
"6288","IGG5299"
"6289","LAT4385"
"6290","HKO4583"
"6291","YGV2753"
"6292","WKB6939"
"6293","AWE9116"
"6294","OOE7928"
"6295","KMD3035"
"6296","CEA7412"
"6297","SMV6531"
"6298","JJH8268"
"6299","RTI8136"
"6300","TZJ5540"
"6301","PNF7504"
"6302","VUB3974"
"6303","MLU0055"
"6304","HRX1948"
"6305","XCL8469"
"6306","LFA7245"
"6307","MOU3132"
"6308","OZC7740"
"6309","IXO8329"
"6310","EIV7025"
"6311","DNA2627"
"6312","JQY3559"
"6313","ZCE3539"
"6314","FPZ7302"
"6315","YTK7742"
"6316","XUF2106"
"6317","ECZ3653"
"6318","PQT4814"
"6319","WQA6305"
"6320","UMT1475"
"6321","SGN4891"
"6322","JRJ1569"
"6323","LTE8060"
"6324","QWR2147"
"6325","LHO0248"
"6326","OVL1525"
"6327","ZWO3439"
"6328","ENH4945"
"6329","OSO2135"
"6330","LFW3846"
"6331","IQK2683"
"6332","GHQ2573"
"6333","TKH7122"
"6334","NQU3841"
"6335","PCR2056"
"6336","GTK8683"
"6337","QHX6360"
"6338","RNK0554"
"6339","OLU9088"
"6340","BOT5206"
"6341","TQF7862"
"6342","WOE0358"
"6343","ODR4592"
"6344","WSE8251"
"6345","SLT2028"
"6346","OQM6816"
"6347","GTW2701"
"6348","FUI1670"
"6349","WWE4426"
"6350","GMK9459"
"6351","JYV2482"
"6352","JXF8982"
"6353","QRG7881"
"6354","XDM7164"
"6355","WCA8500"
"6356","GAV2034"
"6357","ERT2844"
"6358","PMR4073"
"6359","SQX1432"
"6360","IDK0268"
"6361","PEQ1348"
"6362","GPS3126"
"6363","BQU5112"
"6364","NPJ3775"
"6365","YAM7233"
"6366","PQS6106"
"6367","GIP7682"
"6368","BNZ2799"
"6369","GWZ2697"
"6370","RKR5167"
"6371","GPS2255"
"6372","YMK7336"
"6373","EVY1534"
"6374","RLR0809"
"6375","XXL4190"
"6376","UTR1727"
"6377","CLN3150"
"6378","FVU0686"
